,fold_0_train,fold_0_val,fold_0_test,fold_1_train,fold_1_val,fold_1_test,fold_2_train,fold_2_val,fold_2_test,fold_3_train,fold_3_val,fold_3_test,fold_4_train,fold_4_val,fold_4_test
8125,1.7.67.851324.70.2.5.5.989056283742577.2535582194757.2,-1,-1,7.0.23.110496.55.6.4.7.43271635857.7239285407667.8,-1,-1,5.3.71.787104.93.4.9.9.82735207031.2001430345158.7,-1,-1,5.4.448.531606.9.462.0.3978305157.8803319391.159188,-1,-1,3.4.88.295524.36.2.3.9.213005346956259.7553144172993.5,-1,-1
8126,2.3.11.180103.49.9.4.0.01849713177.8371529975215.6,-1,-1,7.5.900.946966.0.235.4.8186692468.2886209705.643920,-1,-1,5.2.80.273665.83.8.1.0.971096431210347.3922526348959.3,-1,-1,0.7.37.971673.21.5.0.9.222603114932557.9304321144021.6,-1,-1,3.5.028.848580.6.648.2.4739135912.9411745273.25102,-1,-1
8127,1.8.69.907097.27.8.6.7.68597914200.8403942973304.7,-1,-1,7.6.46.338502.10.5.8.8.578052116327568.1690420746046.2,-1,-1,5.9.74.350424.13.2.1.2.64552482925.1070986400525.2,-1,-1,9.9.479.694411.3.519.5.2028676017.7967997415.735240,-1,-1,9.0.71.853094.84.8.7.8.35628901579.0461487084825.9,-1,-1
8128,6.3.40.355559.32.5.7.8.72603313675.0672670384777.8,-1,-1,6.8.68.807335.41.4.3.7.63243067095.9357793470143.5,-1,-1,3.9.590.654706.3.153.2.7902084500.0520668689.388992,-1,-1,8.2.51.371512.45.2.3.4.96082376526.4610937843708.3,-1,-1,6.1.71.036340.55.9.9.7.52942635678.2694011065049.1,-1,-1
8129,2.2.62.942421.49.4.2.0.60735822208.1972854519134.6,-1,-1,1.8.69.907097.27.8.6.7.68597914200.8403942973304.7,-1,-1,7.5.39.627920.69.6.9.0.71688448255.6649675390512.8,-1,-1,0.6.08.479086.89.8.0.9.82321568048.9646895949416.4,-1,-1,8.0.465.643635.8.913.7.9571693936.7595867875.597593,-1,-1
8130,5.2.97.739190.30.6.5.9.524113496719784.8055824553238.2,-1,-1,7.1.096.617198.9.728.4.6956737446.6296250412.84718,-1,-1,4.4.92.522420.63.0.1.4.86168302468.2239294627238.7,-1,-1,1.7.25.470810.74.6.2.4.96306768461.2166894963373.8,-1,-1,8.1.68.182810.89.2.6.2.36243216336.2061740240778.4,-1,-1
8131,3.5.064.900750.1.602.4.4919025525.6384471367.710626,-1,-1,2.3.40.231616.12.9.5.2.178067519860603.5832105492675.6,-1,-1,1.5.24.356355.53.1.9.0.33244265940.8549714404966.2,-1,-1,4.9.17.195660.97.9.7.4.70808200263.2989809954179.5,-1,-1,7.0.86.426756.61.2.8.0.677432760385167.3378407198138.7,-1,-1
8132,5.8.981.247330.5.650.0.5890012084.6919664913.446148,-1,-1,2.2.46.540826.95.4.7.7.37239437085.6290409507324.7,-1,-1,4.5.44.023149.86.5.0.7.283458986942056.2573180665195.3,-1,-1,0.1.77.899685.79.1.6.0.178286901532885.4627571177944.2,-1,-1,9.2.80.261438.51.9.0.0.08326529684.1190811844924.2,-1,-1
8133,1.6.69.476468.73.8.0.5.39879948015.1477826294042.7,-1,-1,9.2.83.034132.59.1.4.3.88600806479.0433878898387.7,-1,-1,5.0.11.029752.72.9.7.0.68729924655.2369149185572.1,-1,-1,9.6.86.996677.53.9.7.1.755935423802454.4857213965583.3,-1,-1,1.8.48.938636.80.4.7.4.22450991495.5165385773180.7,-1,-1
8134,0.1.13.714232.27.4.0.2.18104580728.5231652669379.3,-1,-1,2.2.23.959943.59.1.0.4.05065333217507.5585169568583.2,-1,-1,9.3.822.133636.8.857.8.0801018609.8746421814.459340,-1,-1,6.4.02.192053.97.3.2.0.52585088346.4547514392330.2,-1,-1,2.9.402.395678.6.272.0.5762297836.4924870250.88530,-1,-1
8135,6.3.85.149808.52.8.6.0.47634791313.5431068977671.6,-1,-1,4.0.23.134594.30.8.6.8.13770896286.8440280579313.5,-1,-1,9.0.51.412872.18.5.6.0.11575575557.1494431082123.2,-1,-1,1.1.114.457719.2.832.2.7251525006.6027666641.220823,-1,-1,6.9.565.098826.5.665.0.6718710892.5656381750.198327,-1,-1
8136,4.4.29.975318.25.945965238076.6139.3030219211013,-1,-1,6.6.51.412253.18.2.9.4.37938243215.2289116727234.7,-1,-1,8.6.66.107980.29.0.3.6.87335098102.1892318189632.5,-1,-1,8.0.42.540921.71.8.9.4.961255748278364.5604981595801.6,-1,-1,2.8.379.763595.6.461.3.7788867258.5733027286.607836,-1,-1
8137,3.1.89.007577.72.3.5.6.543207029270256.3263796773497.3,-1,-1,3.3.64.464542.29.5.2.3.446557606315425.7619048701467.4,-1,-1,8.9.629.158076.1.931.6.6565960531.9112308588.410082,-1,-1,3.1.124.640438.8.287.7.3169348365.8105739060.705453,-1,-1,9.7.207.698942.3.190.9.4604713780.5680927143.826298,-1,-1
8138,0.5.611.486289.4.131.5.9274026655.4385081581.732676,-1,-1,8.3.99.139235.90.2.4.1.70702337532.0045380965771.8,-1,-1,2.5.65.288610.09.0.9.6.627390728297879.3544337258909.0,-1,-1,0.8.30.934773.86.1.2.8.72846648406.5501778027837.1,-1,-1,8.4.098.067772.7.333.3.5678570585.0978546417.643864,-1,-1
8139,8.5.86.489590.21.3.7.9.54319207566.6828630643894.0,-1,-1,1.0.322.407455.5.448.0.4438281824.1892139620.606963,-1,-1,4.6.937.467036.1.723.3.7684326717.0020356767.736865,-1,-1,8.5.76.909931.31.7.2.4.736569302995365.8853228044347.3,-1,-1,7.0.170.178476.4.862.4.6031810206.7237608787.042927,-1,-1
8140,8.6.10.183541.86.8.7.1.09370672702.8101105280342.5,-1,-1,9.9.717.751335.3.215.0.0270901765.7370204047.970133,-1,-1,4.6.42.437159.64.6.9.5.205765996550399.1246521929938.8,-1,-1,1.5.269.660637.9.613.4.2295768973.0144511475.235499,-1,-1,9.2.39.148306.98.2.3.0.99260128060.4555170895364.0,-1,-1
8141,5.4.730.804316.5.085.6.7436891831.3680708863.628531,-1,-1,8.0.56.644865.68.8.3.2.75629393436.9670182163322.4,-1,-1,3.7.52.755821.77.4.2.1.63249389049.8709891290575.2,-1,-1,7.1.08.297853.08.6.6.8.411183171086555.5832580642658.0,-1,-1,4.4.094.253830.7.615.7.7285404495.3381334946.226206,-1,-1
8142,9.5.38.296061.06.9.5.8.37257112339.5105180577631.5,-1,-1,1.6.23.161308.73.4.8.4.69293046950.0581477668933.4,-1,-1,4.1.552.512296.0.915.6.3305885557.5096629967.999890,-1,-1,2.8.034.487445.6.101.2.5745895943.7878234212.149100,-1,-1,8.8.115.481375.5.356.8.1710296968.0676225565.650278,-1,-1
8143,4.8.95.903122.62.1.8.1.003548779828780.2621561203638.7,-1,-1,3.5.156.670772.6.935.3.0452822581.9238017275.373811,-1,-1,6.2.489.638021.7.792.0.1240519182.1481809204.218975,-1,-1,3.1.905.714601.0.125.8.6509026434.3810378881.60328,-1,-1,5.7.89.099464.71.8.9.0.28995969312.4636140360813.7,-1,-1
8144,9.7.70.625163.80.6.5.6.79466896870.6613530386257.8,-1,-1,3.0.45.761848.75.1.8.0.33707024255.7923759674746.4,-1,-1,6.0.211.663452.1.812.8.1694110699.2586373980.60141,-1,-1,6.9.88.414684.60.3.1.3.332145495433050.3514988435748.2,-1,-1,7.7.17.238986.54.3.3.9.76606292344.3732474941355.4,-1,-1
8145,5.8.73.112572.79.7.0.9.655361460938109.0154157831486.7,-1,-1,5.2.91.301168.08.1.0.6.57002574983.8962972324630.8,-1,-1,5.5.95.820997.44.7.1.5.29563208341.3780153005429.3,-1,-1,0.6.78.735884.78.9.1.2.54737273056.2805578301775.1,-1,-1,0.6.79.848685.78.8.3.2.36919333638.3430559977699.5,-1,-1
8146,8.9.76.378917.40.1.3.9.45387888769.7322461927192.9,-1,-1,6.8.99.164276.93.1.4.5.47975967691285.1579875847293.0,-1,-1,4.4.26.379633.59.9.2.5.54423559989.8016211944666.8,-1,-1,5.9.90.152527.57.3.6.0.88470181463.5960333531294.3,-1,-1,6.4.156.035457.1.579.9.7703876011.5222722434.430303,-1,-1
8147,2.0.60.700476.94.4.5.5.395935351424581.4455962559275.0,-1,-1,7.6.43.157398.60.5.4.7.79282487496.2745703838010.4,-1,-1,8.9.57.743567.07.3.8.4.720201376441324.6597623575272.9,-1,-1,6.3.95.953591.23.1.7.5.53730587953.8817781054795.6,-1,-1,0.6.976.696912.6.828.6.1620656121.2011920963.58798,-1,-1
8148,4.8.474.913050.1.498.6.0020735.6397933551.602433,-1,-1,0.0.393.160047.4.980.1.7310020287.8437960543.603898,-1,-1,0.5.69.726389.40.3.4.4.412976292443880.7506776570383.8,-1,-1,5.4.524.007072.1.321.4.5862363005.1556225200.887953,-1,-1,9.5.77.528489.98.1.3.8.66180248480.3281209336524.7,-1,-1
8149,5.6.20.282072.18.7.2.9.69918052168.3329936822680.5,-1,-1,8.3.768.101055.7.485.7.6380835754.7993950916.443486,-1,-1,2.4.45.496456.33.8.4.6.991552431060992.2779458846390.9,-1,-1,5.0.58.111331.01.4.9.5.079815560201917.1344742479892.6,-1,-1,4.0.57.703045.69.0.9.3.60047635359.3741037337683.5,-1,-1
8150,7.7.531.670848.4.140.0.3175136979.1887197847.242257,-1,-1,5.5.68.330408.46.7.6.9.42992009957.3968597731997.4,-1,-1,0.8.002.787934.3.904.0.2473403723.7117251237.678554,-1,-1,8.5.51.714859.69.7.4.1.90409533745.1917443196384.4,-1,-1,6.3.09.917341.39.0.9.1.67025794721.6371021563486.4,-1,-1
8151,0.7.90.945453.99.9.5.7.957152890507690.5449161849252.9,-1,-1,9.6.159.300747.0.790.7.1487216433.0998274526.297840,-1,-1,9.9.80.662452.12.5.4.8.556255694783923.2098816408848.6,-1,-1,4.2.519.807203.8.566.3.9251075442.1498770165.778946,-1,-1,8.7.07.941764.99.9.1.9.788324600603902.4343617297184.0,-1,-1
8152,3.6.69.249339.82.8.3.9.08212014874.2528137370381.9,-1,-1,3.2.135.452038.1.388.8.5922867886.8912897293.016664,-1,-1,8.8.47.507197.09.7.9.3.72548278530.5312510233539.7,-1,-1,0.3.287.822869.5.953.4.2478070424.9088923166.330770,-1,-1,5.8.07.598249.84.4.3.5.52768122201.3774792186892.2,-1,-1
8153,9.7.94.741617.81.2.7.3.91837637451.9615383954600.6,-1,-1,1.7.975.980462.0.183.5.5768766398.9413939554.632808,-1,-1,2.8.80.925978.33.2.3.3.372668734456053.1448715427427.5,-1,-1,2.7.17.864697.98.0.0.1.439139612763067.0453622872293.5,-1,-1,9.5.192.196810.8.905.0.2028603930.6411852484.931627,-1,-1
8154,8.9.145.778484.2.502.3.5763929830.1773538316.130509,-1,-1,8.2.95.499141.79.9.6.0.10084796298.4504680884297.1,-1,-1,1.0.54.692318.85.4.7.3.27235446395.5878814742606.2,-1,-1,2.2.40.816014.79.6.5.8.490533627478325.6025068711088.6,-1,-1,4.1.21.294464.30.5.7.1.939082355919709.1135674444002.4,-1,-1
8155,3.6.130.139542.1.520.2.6904335968.1964963695.534275,-1,-1,4.5.851.941536.7.415.2.9434566694.0515196654.884922,-1,-1,2.2.16.127725.27.3.6.8.049790900299870.8799942117606.9,-1,-1,9.6.86.598903.96.3.5.6.62484195959.7884857895944.3,-1,-1,3.6.49.805757.48.9.4.7.452528667326043.3613183583232.3,-1,-1
8156,9.1.17.093989.56.5.2.3.189572293649578.2976091340080.2,-1,-1,4.3.308.980617.6.436.8.6345370334.1374830719.781525,-1,-1,8.1.68.099218.31.1.0.0.255346651461472.0380467578830.7,-1,-1,8.5.10.454097.61.3.6.6.05794089189.9005898577182.4,-1,-1,6.4.99.166447.15.9.7.8.15535530322744.6910960267435.5,-1,-1
8157,0.3.12.003000.57.7.4.6.49651775591.0975711675417.1,-1,-1,5.8.080.065375.9.892.9.6504560726.9549046726.796029,-1,-1,8.4.878.039692.9.915.1.8925795454.9492496130.991944,-1,-1,0.0.172.167580.2.353.9.6198731394.6642429164.107754,-1,-1,9.7.233.797289.4.356.5.0294414036.3211809169.292471,-1,-1
8158,3.9.36.076977.51.1.8.8.59285333633.6592297060059.0,-1,-1,5.4.48.467243.72.6.5.4.16021622966.3062184786524.3,-1,-1,4.2.528.473515.4.979.4.5088571184.2382878266.281202,-1,-1,2.6.794.099537.8.484.3.8764234419.2553925484.860313,-1,-1,5.2.62.725167.57.9.2.4.35988083026.3208318425987.9,-1,-1
8159,8.7.33.219464.37.9.8.8.204743587058520.2099907918849.9,-1,-1,7.2.80.007197.07.1.7.8.42477517763.9008664801704.6,-1,-1,9.9.78.013365.73.1.6.6.668734175166911.4805792329152.2,-1,-1,9.3.91.554894.98.7.1.7.732169131760336.7952318965227.9,-1,-1,0.3.76.822768.27.4.3.3.43183918796.3501738653933.2,-1,-1
8160,5.4.84.959401.45.5.3.2.21365542971.3329799620735.6,-1,-1,2.8.23.375324.25.5.0.3.47594902113.0352451010649.4,-1,-1,7.9.98.596267.67.0.8.4.62709898276.6237501422039.0,-1,-1,9.2.69.654099.67.2.8.9.05441510766716.0893426030574.4,-1,-1,6.9.84.594487.55.5.6.6.072748283183940.5338955945808.9,-1,-1
8161,8.6.82.506613.80.0.2.6.59506600603765.9125782976639.6,-1,-1,6.2.82.612527.55.8.5.7.74130874327.9779394957924.2,-1,-1,2.1.789.471603.6.751.8.9097163611.9071724696.157527,-1,-1,7.5.330.581653.1.948.6.7812337634.1711834490.831908,-1,-1,4.0.98.713746.61.3.1.1.43968247297.5990670913639.0,-1,-1
8162,8.1.899.102450.9.348.6.5473885747.0781677781.982194,-1,-1,4.6.01.169816.71.4.0.6.95532389907883.3758552955414.9,-1,-1,1.8.12.516282.52.9.4.2.78606876981.7557047994690.0,-1,-1,0.4.25.718508.44.6.7.1.376078763173759.6669005123404.1,-1,-1,8.8.60.727622.14.1.6.2.885397762856686.0050638169474.0,-1,-1
8163,1.1.86.403414.75.3.9.5.32120542148.1627117382025.9,-1,-1,3.0.55.866045.68.6.3.7.39604660778.8678527884736.4,-1,-1,7.7.33.423706.96.5.3.8.302064124071645.5732603334973.8,-1,-1,4.3.524.862480.3.331.2.8936413730.5616722067.856682,-1,-1,1.9.96.844900.87.7.0.1.479049602910456.4045241797164.7,-1,-1
8164,1.1.681.350302.9.183.4.5227233441.3124985090.489449,-1,-1,0.8.47.642768.24.6.8.3.63106872100.2765211239671.0,-1,-1,6.4.899.189754.7.722.2.8131411389.4512429928.714086,-1,-1,1.9.12.526877.59.8.9.6.82498883985.1833592724385.0,-1,-1,3.8.981.285602.5.406.9.7384317608.2121547302.055373,-1,-1
8165,0.1.07.034497.69.1.5.4.85123004399.8666994192165.0,-1,-1,6.3.42.108856.54.7.5.8.72491872699.5266358056909.2,-1,-1,5.9.46.529354.32.4.9.0.839080062394626.6820823914978.9,-1,-1,0.8.44.979677.03.3.8.1.090896562715894.9055776996405.2,-1,-1,1.4.41.800215.63.4.2.0.169589404160488.0624413202700.7,-1,-1
8166,1.1.51.226796.21.2.7.3.95622393237.7256940789988.8,-1,-1,3.9.346.158436.1.796.0.9039276376.9006399116.655415,-1,-1,6.7.825.597090.1.927.7.9399745759.1072215174.962737,-1,-1,9.4.57.554599.45.3.4.8.89978232023.7776987078741.0,-1,-1,1.9.30.577609.07.5.4.3.529989352641301.7916764563542.5,-1,-1
8167,3.2.62.205495.32.6.5.4.94530830854.6817768411226.9,-1,-1,4.9.176.017594.6.606.1.7713742393.4352129011.916683,-1,-1,2.7.04.086602.68.5.1.3.15321228966.3504758546477.4,-1,-1,2.7.36.369155.89.4.4.9.50363253065359.3571189885408.6,-1,-1,6.2.57.773666.45.0.8.7.01255647215757.5520128965162.6,-1,-1
8168,7.9.28.535761.91.7.0.4.406345709065167.0558808225500.8,-1,-1,9.2.17.808612.89.5.1.9.83895498900.1920050127153.3,-1,-1,9.8.41.735150.33.7.2.3.782954444523022.1385454893703.3,-1,-1,3.4.990.839823.1.921.3.7797684969.5991383997.17413,-1,-1,0.2.466.587395.1.216.4.9287392329.8712617734.007807,-1,-1
8169,0.8.327.951909.4.598.6.6555898905.5810327011.093221,-1,-1,5.4.71.840804.45.4.4.8.89945899873.3596351347433.6,-1,-1,9.3.59.517132.11.5.0.4.47310417105.5530015548455.5,-1,-1,4.2.764.378376.1.428.8.5822337519.4832276442.353218,-1,-1,4.9.610.363864.8.071.0.8463000266.7425116792.732909,-1,-1
8170,0.2.12.138883.09.5.8.6.56039588575.5097113904613.0,-1,-1,5.2.77.517435.75.5.1.3.064229284911650.4268739954912.9,-1,-1,5.8.18.479294.76.5.2.5.03733577173.3882537324115.9,-1,-1,2.8.25.939006.94.8.5.8.01567019921.0699327022364.0,-1,-1,2.7.832.204749.3.417.9.6121061342.8433070594.288497,-1,-1
8171,9.0.545.500202.2.962.0.3896048665.1082153648.009142,-1,-1,7.7.85.994300.44.7.7.5.23761052356.5269194461137.8,-1,-1,9.9.502.508725.4.542.8.0786377559.3216071861.280075,-1,-1,9.0.006.531586.9.485.8.7534708788.5970914908.644240,-1,-1,7.5.788.724806.7.979.8.2092284627.2590028632.782884,-1,-1
8172,6.9.629.611620.0.150.0.6231355558.4253446705.060668,-1,-1,4.9.90.033804.18.1.8.4.92968360233.3388615241301.6,-1,-1,4.6.061.128310.3.348.4.9387010805.7346416566.567888,-1,-1,0.0.75.573554.47.9.6.1.40730068897.2745711804845.3,-1,-1,9.1.01.189139.11.6.5.1.404301220097493.2250651325759.2,-1,-1
8173,5.6.367.141564.3.891.1.5283904871.4953386561.601903,-1,-1,3.7.793.783207.0.878.9.7413072467.0821926045.066793,-1,-1,3.8.48.905928.15.7.3.1.679830494744663.4515149210268.0,-1,-1,9.0.991.795594.9.012.3.0409166105.7316216102.97424,-1,-1,6.3.072.915077.4.820.9.4524139347.4657972751.639871,-1,-1
8174,9.9.212.838331.5.165.4.4937714286.5408194682.745445,-1,-1,5.4.30.614059.75.3.2.8.90794873090.7511037423402.3,-1,-1,7.6.852.855188.0.627.1.4695985111.2418826253.043349,-1,-1,2.5.60.994465.59.4.4.0.766326918555024.1189542797811.1,-1,-1,0.7.71.526618.33.0.6.1.44577960494.1291440347092.6,-1,-1
8175,3.3.58.013694.44.6.8.6.539424793569780.4739792413564.4,-1,-1,7.1.63.771885.72.7.0.6.89494312962.9624056011398.0,-1,-1,1.1.14.250317.81.1.9.0.121888290671162.6285783279533.2,-1,-1,9.7.82.238660.91.8.5.6.67090662832.5021493497739.1,-1,-1,0.6.35.777953.45.0.6.6.06411260781.4519375581250.6,-1,-1
8176,3.4.69.975893.21.9.8.4.438079193330878.2828396342413.4,-1,-1,1.0.78.189331.95.3.3.8.50233204540.2361926826364.9,-1,-1,8.0.73.558220.53.7.2.4.75360945995.4664256533520.5,-1,-1,9.2.36.868907.33.3.9.2.809163198459648.9356241801024.1,-1,-1,8.7.64.109775.31.5.0.6.03895617668.7294581244974.7,-1,-1
8177,7.1.29.432089.15.4.2.4.319427813647770.0158127683954.3,-1,-1,8.8.88.628719.24.4.7.0.085009535882270.4327373105268.5,-1,-1,7.1.19.709364.14.7.8.6.59833024015.8363753963627.8,-1,-1,8.8.70.485924.73.8.7.6.01099896686.4057980114481.3,-1,-1,0.5.07.298198.10.9.4.1.889596004284502.8714326040727.0,-1,-1
8178,4.1.985.571829.1.266.0.5864663664.6149221992.066264,-1,-1,6.9.59.495011.72.4.3.6.935824211467930.9734356253729.0,-1,-1,9.6.73.650660.87.1.0.8.64066117416.3997065537624.1,-1,-1,8.8.158.910287.0.515.7.5224061936.9489072282.47762,-1,-1,0.8.897.216592.8.256.1.2827121948.2480672576.343202,-1,-1
8179,2.4.60.683568.29.8.1.2.986870695051001.6295830718249.3,-1,-1,0.7.339.740369.6.415.0.0563086293.2857285332.721545,-1,-1,6.7.815.412338.5.921.7.0402240459.8132650196.746121,-1,-1,4.3.36.994290.11.1.5.8.33993266368.7131954924294.9,-1,-1,9.8.704.202906.1.528.7.4340715519.9013648479.920254,-1,-1
8180,8.8.88.702773.74.0.1.8.87514674842.7429691478116.4,-1,-1,9.7.43.614884.90.1.6.7.886602930701966.3456796840454.7,-1,-1,5.3.88.389105.87.0.7.5.81157170568.3825801348438.5,-1,-1,6.0.96.273920.30.2.4.0.232453120891394.8118270024642.9,-1,-1,4.6.27.259179.69.9.0.9.999310123307324.4062216945667.8,-1,-1
8181,1.1.28.674985.44.7.4.6.464954014995155.9125101031171.0,-1,-1,1.1.26.768364.98.2.0.0.31540777934.4539169993099.0,-1,-1,9.5.46.281250.94.3.5.6.42661107638.4718049182772.8,-1,-1,9.2.73.022115.70.8.9.6.35228699949.2915897929704.6,-1,-1,9.3.66.730318.57.7.1.0.243674700615402.9616736573024.7,-1,-1
8182,3.6.66.612662.49.2.7.0.01532539285.6784027999963.0,-1,-1,1.4.17.757834.99.5.5.5.18369480778634.8580944003421.2,-1,-1,6.9.84.922826.03.3.9.1.13165628716.9595152599764.8,-1,-1,2.1.80.107230.97.8.7.5.55110878158.4633649809847.1,-1,-1,4.4.492.396907.8.341.9.6614536892.4085589570.147518,-1,-1
8183,0.8.21.770106.87.3.1.8.59683410305.1561241467014.4,-1,-1,5.8.58.614145.42.5.7.5.94825958350.4392289206706.0,-1,-1,6.7.07.192001.67.4.6.0.18896627247.8348698104128.9,-1,-1,0.6.66.914654.56.8.7.2.06200830584.7733801578243.1,-1,-1,8.2.404.596819.5.346.6.1803018957.5113470940.121116,-1,-1
8184,2.9.931.699378.6.332.2.4256796616.0832827429.009909,-1,-1,3.3.492.061178.4.184.9.6608108139.3576247700.025226,-1,-1,7.9.29.571671.24.7.2.2.549479019746221.6609909621491.0,-1,-1,9.9.71.779628.06.5.8.9.04691162626.9412624679999.3,-1,-1,4.9.46.794975.91.2.9.5.57284941825.9458670732305.7,-1,-1
8185,9.8.95.059978.58.1.5.2.39160277730.0271813281891.5,-1,-1,0.2.235.550599.6.787.1.1051584382.7429154811.228334,-1,-1,8.1.02.635304.20.1.5.8.649254634007813.9819851048242.8,-1,-1,2.6.40.248855.20.595988280652.8534.0991759407298,-1,-1,3.2.48.100593.19.6.3.7.98151531522.4433189493906.3,-1,-1
8186,9.9.111.855418.4.797.4.6325857264.5904498772.332276,-1,-1,6.2.55.645472.03.9.4.7.52784594640.5536940908347.8,-1,-1,4.0.278.410399.7.825.1.9757615171.0501983549.128582,-1,-1,7.6.047.116393.8.920.9.1997059086.0319002367.625141,-1,-1,7.7.60.730662.76.0.4.5.39055742480.8746520841164.8,-1,-1
8187,2.4.724.897531.1.236.2.0423204932.3623561078.02708,-1,-1,0.3.793.194453.5.519.0.2637554834.4072836474.316203,-1,-1,4.0.599.209002.6.146.2.3877024708.4278851235.687947,-1,-1,3.5.53.340335.13.5.1.4.69512960080.9124633084327.6,-1,-1,6.4.86.502371.83.7.4.3.78577635887.8757614896050.3,-1,-1
8188,7.8.91.716994.70.6.9.6.705227182507154.9413928123648.9,-1,-1,7.6.70.764236.82.4.3.1.734567701319244.4831834157840.8,-1,-1,5.2.57.453793.80.8.6.6.354144120863114.5965179633558.5,-1,-1,8.8.056.480512.1.139.5.3424613149.6641622245.234508,-1,-1,3.4.41.888295.33.2.5.2.991398053450532.7041527546328.6,-1,-1
8189,6.0.40.870187.57.8.2.2.03014309398.2417687885154.3,-1,-1,4.8.703.178265.3.034.1.5835236717.1509995394.374963,-1,-1,3.9.452.458962.8.105.7.9421290340.8482407280.319858,-1,-1,4.1.29.057905.45.8.0.3.149534881164328.3247933596594.5,-1,-1,3.6.28.137205.20.6.8.8.22371015283.9453706499671.0,-1,-1
8190,5.5.60.112957.68.2.5.0.92000952247044.7877240596995.0,-1,-1,5.0.494.091669.5.465.4.0665357197.5196153413.270978,-1,-1,1.5.592.859851.3.587.3.5337881756.0202437240.379188,-1,-1,0.4.31.899665.67.1.2.7.44503220116.8431823634517.9,-1,-1,2.7.983.956867.2.625.5.2199487242.2900545812.648454,-1,-1
8191,7.5.31.388275.19.7.1.5.36269747898.6474636863967.7,-1,-1,5.3.410.111546.3.805.9.3264003953.3781417204.854370,-1,-1,0.8.36.000039.29.4.0.9.214687184465984.7445155707535.6,-1,-1,6.3.47.812211.99.8.2.2.24665706338560.3950151716443.2,-1,-1,0.9.08.986709.29.0.1.6.18441897368.7976818661576.6,-1,-1
8192,9.3.40.786138.02.2.8.8.464408468993255.5983752260430.2,-1,-1,4.9.94.359659.94.0.4.6.824264624862698.0388725686582.6,-1,-1,2.1.81.757403.39.3.3.7.247057822254959.1540982248680.3,-1,-1,8.7.63.413411.55.6.4.6.780207926131388.7635058802712.6,-1,-1,6.4.009.119693.6.838.9.7299747830.8502985452.560086,-1,-1
8193,5.3.287.063894.3.840.7.4997248148.9721626290.812877,-1,-1,3.1.74.385556.28.9.7.3.706570403455073.1987420601607.2,-1,-1,7.5.25.623582.06.3.8.2.099024292459847.8768640400870.9,-1,-1,5.3.22.827619.19.9.0.3.013669496147514.7867824841307.2,-1,-1,4.5.73.743446.98.5.8.1.57248108990.4138386828093.9,-1,-1
8194,9.5.87.969209.14.9.8.8.32497108430.1497987636139.0,-1,-1,4.6.47.694161.16.7.4.1.90945024357.0753046710962.5,-1,-1,8.5.95.921399.92.9.7.0.22522027449.6926325893675.0,-1,-1,9.2.21.565241.52.5.5.2.86634259184.9202804589602.4,-1,-1,3.2.13.473117.57.0.2.0.69051779526.3178000402232.8,-1,-1
8195,0.4.73.857850.34.7.7.7.54181637472.4637957123267.4,-1,-1,5.8.45.485457.53.2.4.7.676018263211278.0066773751311.2,-1,-1,9.2.60.324948.04.4.6.9.857395081372199.9247836623400.2,-1,-1,4.5.17.080990.93.9.6.0.35246020726.2893488365431.5,-1,-1,1.5.11.082142.20.5.7.4.229637290064469.8500027101570.0,-1,-1
8196,9.4.983.183636.6.245.9.9047333976.0929571654.519099,-1,-1,5.5.31.392323.91.4.1.5.808434581418875.9206952148707.3,-1,-1,8.9.25.538515.17.9.1.5.077705729724120.7854050954084.9,-1,-1,0.7.872.827462.0.303.8.1142184905.1635485306.881036,-1,-1,0.1.46.879972.17.3.1.6.88598701428.8109526879949.1,-1,-1
8197,8.8.91.107648.55.2.2.8.736008748766778.9827157854724.9,-1,-1,5.6.96.978759.34.9.1.5.579206936797695.0247428905307.2,-1,-1,0.6.10.030250.52.0.9.1.830075520454779.7444196410869.9,-1,-1,8.2.91.377125.41.6.3.1.20819525500.7687465974841.8,-1,-1,9.1.975.567707.7.246.8.8862584270.6986986846.978547,-1,-1
8198,0.3.628.843345.5.917.3.2296083241.5223004282.482739,-1,-1,2.9.54.211999.37.5.1.8.53803968298.0123050387212.5,-1,-1,1.6.91.462966.92.3.1.0.03144555410.4601053457043.7,-1,-1,0.4.67.875503.67.7.1.5.67940490124.8160511252598.4,-1,-1,4.2.032.051363.7.463.7.5090230695.5477725518.38705,-1,-1
8199,9.4.08.021211.32.7.8.4.82497920050.4007817236232.5,-1,-1,3.2.334.156981.6.707.1.3824382692.0886878246.985515.8,-1,-1,6.9.89.362692.54.2.1.2.32785713800.6687727330864.5,-1,-1,0.2.973.982258.9.533.7.7299492060.7350753063.883460,-1,-1,8.6.31.269721.25.6.7.4.785986228153405.3296635274852.2,-1,-1
8200,8.1.59.986207.83.2.4.6.73384332087.5378651706990.3,-1,-1,7.6.83.906278.02.3.3.1.25130072855.1979736384851.1,-1,-1,5.6.10.387221.28.5.3.7.51472939072.4501215555948.8,-1,-1,6.4.37.703538.45.1.1.1.63162390561.0545398254969.3,-1,-1,9.1.44.669600.23.5.5.9.02012004723.3956328318735.4,-1,-1
